Sudoku,solution
0057060D0000094F001000007A00000020BC0000F5306000080005E0G40C30200090A00C3F0826500200090007050E000600000B290D0AG0000000D800019000D000000006000F000076000F0CB0000005400CB0000E80A0000F084090070CD000050000A00BE8091DF0008A0300G5000C0A4E7000000D009B00C000008000F0,A357G6CDB8E2194FFE14B3927AD6CG852GBC81A4F53967ED68D9F5E7G41C3B2AE79DA41C3FG8265B423B69FGC7A5DE185681E73B294DFAGCCFAG52D8EB619374D9C81G2E465A7FB3G176DA5F8CB3429E35427CB9DGFE81A6BAEF384691275CDG74652FG1ADCBE8391DFE9B8A6374G5C28CGA4E73529FBD619B23CD651E8GA4F7
000000000000G00075A0600B0D0E00000000GD00C9F01030FD804C320B0000070A00080DF0B0000020030F050000DA0080C000E900050000000030B60A00910G0E0087006000CD90D0000900B00000F0500400007FC000800009000F2ED00050C02000F080A040600B100040950008004F00000A00E00C0090D0025G0400E01F,394CF57EA821G6DB75AG619B4D3E8F2CB6E2GDA8C9F71534FD814C325BG6A9E71A9678GDFCB32E452GB3CF15E694DA7884CD2AE9G715F3B6E75F34B6DA8291CGAEFB8724635GCD91DCG85963B14A72FE5234EBD17FC96G8A6179AGCF2ED8B453C3251EF78GAD4B69GB1ED64C957F38A24F67938A12EB5CGD98DAB25G346CE71F
00000A05040300G000G4009017000DE06B0000D800E0C0105090300E8000FA00000020705000000C000D08F1G00B00000C0F0G5090000603401000A0000D0F0BB02A00E00056008000000007E0G09C000E30A006094000000970800CF00001A020AE006BC0000390000C00000B3E050106DB00020G00000AG000490000000000,EDC27A15B4F369G88AG4B69F172C3DE56BF3G4D8A5E9C217579132CE86DGFAB4AGE92B735F6418DC326DC8F1GA7B5E497CBFDG549E18A62348156EA932CDGF7BB12A93EGDC56748FF5461DB7E8GA9C32CE38AF267941BG5DD97G854CF3B2E1A62FAE516BCD87439G948CF7GA2B3ED56116DBEC324G9587FAG357498D61AF2BCE
000010004F0C000200D0400060000000640G0C0085D0000E0A01F000E020D9G07B0805002000A0900000030090004C0800000002DA01E0B006G2810B0000F00000B3000000A0016F0240000F0000C07A000A0054F090200000700B010C0605000000D6E0030074000000G20300000010C70E000008000030210B540AG0008000,39871EDG4FBC6A52BEDF4A2561G938C7642G9C3785DA1BFE5AC1F8B6E723D9G47BE8C54D263FAG911F5DA36E9G7B4C28439C7GF2DA81E6B5A6G2819B54CEF7D3G5B3ED8C72A4916FD24639GF1B58CE7AEC1A6754FD9G238BF8792BA13CE6G54D9GF5D6E8B31274AC8DA4G273CE65BF19C76EBF19A84D523G213B54CAG9F78DE6
0070900043001008008000C000E00900509F0E8A607204000C000000000020D00006090000000004000400FBE70060000D0G7000C1A400E0000B0C200F50AD3000008000000000000FD00G050039082BE0000F0D0A005060704AB0E0020803FGD0004100B00AF00E0E00C700040F00A900B00000000032000000009F700000CD,GA729DB643FC1E58368D24CGA5E179BF5B9F1E8A6D72C4G34C1EF53789GB2AD6C7A6E9512BD3GF849354DAFBE78G6C122DFG7368C1A49BE518EBGC249F56AD37B5G3821CF64DE79A6FDCAG751E39482BE9283F4DGAB7516C714AB6E952C8D3FGD2C941G3B86AF57E8E65C7D2341FBGA9FGB768AEDC953241A4315B9F7G2E86CD
900067000F000E01100B02F00E80000006EF00G00050D0703000400BC00700GF000000ED00C00000BA0E00050008F0000FD800C03000060000C00B00000DEA0000650F0400000B0G0C43000007FE00008007006E0C000000000908000ADB7503705A0002E6003900G0000049D00F00B0000D300005B000004080B00000A20D0C,98G467DCAF23BE511D7B52F3GE86A4C9C6EFA1G8B954D37235A24E9BCD1768GF573126EDF4CA8G9BBA9E14357G68FC2D2FD8G9CA3BE5461764CG8B7F129DEA35D2657FA48139CBEGAC43D5BG27FE916881B7936E5C4G2FDAEGF9C8216ADB75437B5AFD12E6GC3984G31CEA49D87F52B6F92D3C8645B1G7AE4E86BG5793A21DFC
0G5000080D0F0070070000F1008063C00F0007000C600000C00D0500700A0200B29000E600571000000000800904002DA00000000003B0000C000D00E0F0A40550600B000E0D000C017FCA0EG540098000000F00B00005000A80900002C0000F0000007000D08EG080F6100A0000000000EA40BG8700C092000C000094000030,6G53B4C81D2F9A7EE7A9D2F15B8G63C42FB1E7A34C69GD58C84D65G973EAF2B1B294A3E6D8571CFGF61EGC85A9B4372DA5D7F142C6G3B8E9GC387D9BE1F2A46553628B14FE9D7GACD17FCA3EG546298B9ECG2F6DBA7845134A8B9G5732C1E6DF1425397C6FDB8EGA89F61EDA2G3C5B473DEA46BG8715CF927BGC582F94AED136
0940F50EA801000B00A000000D0E0F20B6E00000C00700300D000030500009070090780D00B32000200000000000000004C00AE0000003B0E70F0000DA0000C0AE0B07200300C000D0080063B00000F05000E00100C00G80000000C00E08040003000000000D40090010060C907000020067030A120B5C0D080A005G040CE000,394CF57EA821G6DB75AG619B4D3E8F2CB6E2GDA8C9F71534FD814C325BG6A9E71A9678GDFCB32E452GB3CF15E694DA7884CD2AE9G715F3B6E75F34B6DA8291CGAEFB8724635GCD91DCG85963B14A72FE5234EBD17FC96G8A6179AGCF2ED8B453C3251EF78GAD4B69GB1ED64C957F38A24F67938A12EB5CGD98DAB25G346CE71F
00C00380000009E090005004300000F0E00B0D0C000000A0038D0FBE04C0060000B1005800D00006C007000000EA0B906000007A0CB0080FAD000400F00000200060F000009004BC000060G70F5000D280700000000D0000B9000013E700000000G40000D000E00000A91B00060F020530002EF9C070000D060805000A00000G,5FC6G3827DAB19E4972A51643E8GCDFBE14B7D9C25F63GA8G38DAFBE14C92657F2B1EC58G9D3A746C857D62F41EAGB9364E39G7A5CB2D81FAD9GB431F8675C2E1G6EF2D5A39874BC4A3C69G7BF518ED2857FCAEB624D93G1B9D24813E7GCF56A2CG487A6DB15EF39DEA91BCG863F42753B152EF9CG746A8D76F8354D9A2EB1CG
0C007E00F6D5000B0073000A040006000G0080D090AB000448F000G00C0300000000010D00F258000B050A00003400F08000B009000E002C0E040600000009D000C000900F00D0A0900AD0000706E00F0D000F0C05003070701E0B00030A0000006000C0009075000000053000B00000000D00EB000C0F00B10009F47A00006D,AC297E41F6D58G3BD573FCBA84G126E96GE183D592ABF7C448FB92G6EC731D5AC396G17DABF2584E2BD5CA8EG93461F787GFB4596D1EA32C1EA4362F58C7B9DG36C25897BFEGD4A1945ADG13C726EB8FGDB8EFAC154932767F1E4B62D38A9CG5E26GADC8419F75B3F947653G2EBDCA185A8D17EB3G6C4F92B13C29F47A58GE6D
840CA0000000D10070000060B00000000G00007EA500000B06004D09300F0G0E00040A0B00C020G0001D0200000G0080000001E04603A90F0056D0F000B0E0016700F00020DA00E000010004030000500C00000090700D00A9B300000068000C0F00000070000000EBC90380000D00A00D080E0CF00B460000A000BDE00CF000,843CAB52G7E6D1F9759EGF68BD12CA341GDF3C7EA594826BB62A4D193C8F5G7E9EF48A3BD1C725G6CA1D92465EFG3B87G87BC1E54623A9DF2356DGF78AB9EC416745F8C12BDA93EGD281B794C3GE6F5AFCEG26A394751DB8A9B3E5DG1F68742C4F6259GA7831BECDEBC9138F624DG7A55DG87E2CF9AB461331A764BDEG5CF892
0ED40000C60000G80A0040600E52BF00F09010000070C04600058009G30000070F000000020070E000ED00000C6401900000E4D7000000AC0C0060FG00D030050000000160C00900E00000000DA500B0A06000509G0B00F00B00000D0800460000100B800000D000000F000C0080040B004007900000FA10C02000E60A0F8000,BED4257AC6F913G88A7G4C631E52BFD9F3921DGE8B7AC54616C58FB9G34DAE275F86C91BA23G7DE4G7EDA835BC64219F21B3E4D75F986GAC4CA962FGE1D73B85DGF8BE2164C3597AE23C964F7DA5G8B1A46173589G2BECFD9B57GACDF8E14632751AFB8439G6D2CE3DGF51AC278E946B684E3792D5BCFA1GC92BDGE64A1F8753
020031A00E000900000EF800500000B0400000023C0070E0700900D000000C0A030020000000F50000000FC473000A0B080A0D70091FE200200D90E00BA408065080D000C00E00F000F00B00A083079000000000005600000C00A0090F0D04000B00100008D700C0000F005000E0000000630G080000AFD705E00026000B0000,F2C531A7DEBG496836DEF84C5A792GB14GA8B5923C617DEF71B96EDG84F23C5AB31726GAEDC8F549GE968FC47325DA1BC84A5D7B691FE2G32F5D93E1GBA4C8765A84D213C79EB6FGEDFG4B65A283179C972BGCFE415683AD6C31A789BFGD542EABG2143F98D76EC5847FC95D16EAGB321963EGB8254CAFD7D5EC7A26FG3B9184
0FG0000001000D000C0064000B001070040D000B00A90000908200005003G6CE00D400800G0060095000300000008GB0B00EC00DA3587000C0A0704F0D00000000000060CEF0009A00CAE0000000000870E0D000901A00000D00090000000F0000090004F00E000000200D0005640B0F00B30EA2080000050048FC05B0D00000,EFG653C98127AD4BAC3564F8DBEG1972147DG2EB6CA9F5839B8217DA5F43G6CE31D4258E7GBF6CA952F73A96E4C18GBDB69ECG1DA35872F4C8AG7B4F2D965E31835B416GCEFD279A49CAEF27G635B1D87GEFD8BC921A43562D61A953478BEFGCD519B634FA7EC82GGA2C8D7135649BEFF7B39EA218GCD4656E48FCG5B9D23A17
00000020000000B000000480600A00000A000000E5006291008EF00710DB00A00B0000300D010000000000G070090000DEF0800030C00G00000A000900200D804003000C00629BFAE000000BA7000000900600FD0000080E00AB000600F0C0D0010C00682040000D07D209000GA00105F609B0EG001000080005000F8E064000,5D3G612ACF978EB4B921C48E63GAD75FCA7FGBD3E5846291648EF59712DBGCA3GB98AC354DE1F6272364DFG178B95AECDEF786B23AC51G491C5A7E49F62G3D8B45G3E87CD1629BFAEFCD9G5BA738241692164AFDGB5C783E78AB231694FEC5DGA1EC57682943BFGD87D239C4BGAFE165F649B2EG5C1DA3783GB51DAF8E7649C2
00C00000000E9AF000F0507E080600000004600000090D01095D000FC000040E1003B00A400700D00006030080000000004200FD0B0GE059058000EC006D0F0ACB000004EF03007070600EA00900000C0F000807000C00000800069000B500009A0E0F0000000B3D00D000003008020703000CD070000E006400A0B000005000,36C82D41BG7E9AF521FA597ED846BCG3E7B46ACGF3598D21G95D3B8FC1A2746E1E93B26A45F7C8DGFDG643598ECA17B2AC4287FD1B3GE659B587G1EC926D3F4ACBA9D5G4EF8321767265FEABG9D1438CDFEG1837642CA59B4831C692A7B5DGEF9A1E7F285CG46B3D5GDBE4163A98F2C7832F9CD5761BGEA4647CAGB32DEF5918
108030020B9F0D0000E2A0800D00003B00C0007BA080E05060000000C000090A90000000B00000000A00F0000E0007080500069000D0F4000E40000000F09BDC076008000G000FBE0000G5ED00000670009060000CED0A00000F00A0020BC009702D0F00000450900051B30000C0002D0000000C0000000F0000D007FA001EG0,1G8A3E625B9F4DC759E2AC8FGD47613BFDC4917BA386E25G6B735GD4C12E89FA98F67D2EB4GCA513DA3CF4B52E19G768B51GC69837DAF4E22E471A3G86F59BDC376528C94GA1DFBEC4ABG5ED9F382671G2986BF17CED3A45E1DF47A3625BCG89732DEFGA18B45C96AF51B346E9CG782D46GE891CD572B3AF8CB9D257FA631EG4
060000091000C0DAE030000A0000009000000BG0A00005000B9F0E10000608000C0809A060GD0E00000005FE00A00G0173E0000200F000800000D060809400B53040F000C0000000200D04C00001A0000800700000600000FE701A0800B0040D00C0ED0F00000000D0000000B0EC500600ABG654080F000E00F0008009000B00,86G52F391B4EC7DAED32487AF5CG169BC4176BGDA389E52FAB9F5E1CD726483G1C5839AB62GDFE74B9D485FE7CA32G6173E6CG4251FBDA89GF2AD7618E943CB53A49F2E6CD58B1G72G6DB4C59F71A3E858B173DGE46A92FCFE7C1A983GB2645D45C3EDBFG61789A2D78G9123BAEC5F4691ABG654283F7DCE62FEAC8749D5GB13
A0600004000GF300E007A90D2100060B0100F000B00C0500DG0060000090C0000B4C00A8000FE009F0000000000B000000000009E000D40000800CD090500A00069000010000AF0C0E08C0F00G06007D0300000B5D100E000700E003000200000D300E008200B050000E0000CF000D600A0F360C00009004B400D0000000800E,AC691B547E8GF3D2EF57A9CD2143G68B8123FGE7B6DC459ADGB46832F59AC1E71B4C75A8D36FE2G9F9ED4316GA2B78C535A6GF29E7C8D4B1728GBCDE94513AF6269B5DG1487EAF3C4E18C2FA3GB6597DC3FA876B5D192E4GG7D5E493ACF26B186D319E4G82A7BC5F987E2AB5CFG41D635AGF368C1BED9724B4C2D17F69358GAE
070009B0000E0235400060003070000009065000008FB00D00E00730905C1086004GF00000000000E85F0D000A000G170C61E09070B00A00D00000860000000BC5000E0B0000F094000A0000D010200013G040D0B8000E50000000000040C0600A0000000700000000800000E460000F0GC0007EF001050070100000000D00B0,87AC19BF46DEG235412568GD3B7A9FCEG93654EC218FB7ADBFED273A9G5C1486AB4GF31785E269DCE85FBDC26A934G173C61E5947DBG8AF2D279AG861CF453EBC5D8GE6BA237F19464FA7C58DE192BG313G24FD9B8C67E5A9EB732A1GF45CD68FA9EDB45C7G836215D83912GE46BAC7F2GCB867EF3A1D5497614CAF3592DE8BG
00G00000008F000E0E000000003000F0A003007F0065C01460070D0000G0005B00FCA3000600D00100D00860C0F400003009000E05070B0020000010D0E800008400GAE00C0D0009GC1040090B00F0070070D0000000800090052007000E06B00000B09080020706009000F000C6000A00060708EAD000CF7B0005GC0F03ED00,59G41CB3728F6ADEDEB15GA6493C78F2A8239E7FBD65CG146FC78D24AEG1395BE7FCA35296BGD481B5DA786GC1F42E933189F4DE25A7GB6C264GC91BD3E8AF75846BGAE5FC7D1329GC1D46893B2AF5E7F27EDB3164598CAG9A352FC7G81E46BDCDEFB19A8G4257364398E2FD57C6B1GA1G563748EADB92CF7BA265GC1F93ED48
400C000000905060B0A06008C000FD00F097GD050000000CD8000040AE0000007D0A000CF6800E0000E0200F00400000G00F80700D0000B08000A6000B009G40000G000A0C00B40D00800C0000E0A0300014070EBF0506890000000080D005F00C0000A1D0F600E50070F00G05C400031A090000E00078020000000B09080004,4E2CBAF7G19D5368B5A36198C427FDGEF197GDE5683B42ACD8G6C243AE5F197B7DBA4G3CF6892E5196E12B5F3G4C87DAG45F8E792D1A3CB683C2A61D5B7E9G4FE73G5F8A9C61B42D5F8D9CB647E2A13GA21437DEBFG5C689C96B14G28AD3E5F73C4879A1D2F6GBE56B7EF82G15C4DA931AF9D564E3BG78C22GD5E3CB79A86F14
100E38005000000C00002017D00E0500AC0F00090G0B0760B0D00000F04A000E060209BC00A0D000000A06000D0009B000B0F00030900CA00789D00000E032F080000000AFG90040000014E080500F0D490D00060030E00070000C00040001000EC0AB000508G0710F0000D0000023C00D980070000GFB000A000E00B0000D00,1G2E38FB59674ADC98642A17D3CEB5GFAC5FED492G8B1763B3D76GC5F14A982EF63259BCG8A4DE17E41AG623CD7F59B8D5BGF78E32916CA4C789D1A46BE532FG81E5723DAFG9C64B3BGC14EA86527F9D49ADBF56173CEG8272F68C9GE4BDA1352EC3AB6F95D8G471GF4B95D87E1623CA5D98C3714A2GFBE66A714EG2BCF38D59
4062008C007009GE00B140003009D87007000E0000AF350000000005B2080040B00F02040500001C000A80006G000D001000000080B26E30D00000C9E0400B0006GD0000400A105000F0D00G06000000004000A003000000A20700060900F0000B04G000000EC2D0700000B0D05G06830CA5000E9B0007008000070000C000E0,4A623F8C5D71B9GEF5B146GA3CE9D87297D8BE21G4AF35C6G3EC9D75B268AF41BE7F6234A59D8G1C342A81EB6GFC7D951GC95AFD87B26E34D8567GC9E1432BAFC6GDFB974E2A135859F3DC4G168BEA27E14B25A8F3D7GC69A287E316C9G5F4BD6B34G95F781EC2DA7F1EC4B2DA5G96832CA518DE9B3647FG8D9GA7632FC451EB
E000G063D702000000000000F000E908B0D040F70000010009000E0503400A0620EB0F7A00000C0000000B90A0EF0254C0F034000000D00E96080000000000000080F500000940A0405100A00B007000F060C20G7D000090AE02D000008000CB58B000C9000D06006700004000F3050000005600B00E000D00C07D000A00080F,EF1AG863D79254BC32G4A1DCF56BE978B5D649F78ECA21G3897CBE25G341FAD62GEB1F7A64D58C39D1376B98ACEFG254CAF534G291B8D76E9648EC5D32G7ABF17C8GF5EB16394DA24D5193A6EB2C7F8GFB63C28G7DA41E95AE92D7145F8G63CB58BF2AC94G1D36E7672D8G4EC9F3B51A14A9563FB87ECG2DG3CE7DB12A56984F
600G270F4D0000E0007F06000G000B050500G4E0B09F070C000030000E7000G870030B90000A1004F00400000501620B10GCF000600000090B060D0E27000000A00E08000046D0008900E00A0F000000B0CD0050000080000F05C90000A0BE000DA200F00903015E00000C00000000020600D000000C0A0040000300EAFB00C0,683G27BF4DC5A9E1EC7FA6D93G182B45251AG4E8B69F37DCD4B931C5AE72F6G872D36B9GFCEA1584FE947A8CD5G1623B1AGCF5236B84ED795B861D4E2739CGFAA12EB8G75346DC9F8967E23ACFBD541GBGCD4F56912E83A73F45C91DG8A7BE26CDA28GFB7963415E93EB5CA184DG7F62G6F8DE74125C9AB347519362EAFBG8CD
0900A03000DE08C0000C0D0E70B030000007B050FC000D006000402F00007G000G010FB4D0CA02000800200AE4009B002D000000B697000500C30000080200000F0000D04000596000E00A0860000CD05600009B00A0000F90D0F00030804AB0F3000000C0008004456030000B00000002G9004700E00000D0800060090F0000,G945A73612DEF8CB8AFC9D1E7GB536423E27B85GFC641DA961BD4C2F9A387G5EEG915FB4D3CA6278785621CAE4FG9B3D2DAFGE83B697C415B4C3697D5812GFEAAF78C3D24EGB59611BE47AG86F592CD3563G149B2DACE78F9CD2F6E537814ABGF31BD2A9C5768EG4456E3GFC8B2DA197C2G98B47A1E3D5F6D78AE561G94FB32C
C0000004EB0F00150A1D00F0800GC00009800D000670G0A0F4B000000000806900002C0E410DA00F0F094000B000000000000F90080002E00000DA0BG0CE010763000000000A50900C00600090D0F00E90000EDF00B00C8070E0A200F00000000700E0000D003B004008C0700000E920B000000G0A00680C00C1006000GB0040,C6G798A4EB3F2D155A1D76F2894GCEB3398EBDC15672GFA4F4B25GE3DCA18769GB732C8E419DA65FEFA94136B725DGC8D15CGF97A86342EB8264DA5BGFCE913763DF87BC2E1A549G1C2B64G593D8FA7E954A3EDF6GB71C8278EGA219F45CB3D627F6E54ACD893BG14G38CB7D15F6E92ABD95132G7AE468FCAEC1F96832GB754D
010EB00C0000FAD0C060000A0F009000D7003020C00A0BE0000B00F0000000080A02C0000D0080000000G68290007E0000000509E000600B00900A0104000DF060G000C000F4000700000F085E030006201400E7D0080090A000509G600B0FC000200460003E50BF0DCG003B708500A00000900FA00600000E00000000090C00,815EB94C36G7FAD2C2638G5ABFED9471D74F3126C89AGBE5G9ABD7FE4521C368EAB2C3741D6F895G15FDG68293BC7E4A4G8CF5D9EA72613B3697EAB1845G2DFC6BG5ADC329F4E8177CD94F185EA3BG262F146BE7DGC8A593A3E8529G671BDFC4982A146DGC3E57BFFDCG2E3B718546A954719CGFABD6328EBE3678A5F2491CGD
054E0C6000800F00A30C00G0000060000080F400C00A0020600000E0D00000000070E00090000860DE018900A000004700500DF000E0000C00A00370000000FBB0G0000620F5D00E9207000AEBC0F0040060000B0004G000CA050021000D070900009030700C800D0C380000560E0000E400G00000DF0B0000D90A5284000000,254EAC63BG897FD1A3BC72GDF54169E8G78DF419CE6AB523619FB5E8D3274CGA4F72E1AC9D3B586GDEC189BGAF5623473B562DF4G7E81A9C89AG63754C12EDFBB8G437962AF5D1CE92175GDAEBC3F684FD63CE8B1974G2A5CAE54F2168GD37B95GFB963E72AC841D1C38DB4F569EAG72E42AG8C731DF9B5676D91A5284BGCE3F
000A00G40070003BC000003000F4E0000400050000E6CF0000090E08DC000A0100084002E0BD0000G00C0900F800A0400000F006A090000700E000500400002G70A0000F00DE0C0800000CE007090610000F0A07B0003000D0009800C00F00720500B7FC00080306E00200800000B0004001ED00900B000C06FD30900005000E,6EDACFG45971283BC18B263DGAF4E7953427A5198BE6CFGD5FG97EB8DC234A619A584G72E3BD61CFG26C19DEF857AB431DB4F3C6A29G5E87F7E38B5A641CD92G73A6G12F45DE9CB82G45DCEB3789F61A89CF5A67B1G23DE4DB1E9843C6AFG572A59GB7FC2E4813D6EC7264851D3ABGF94831EDAG9F6B725CB6FD32917GC584AE
000000000FB00A20A0200FC0000E000890700500000001000DB0600070A030EGBE500002074008100F6010080020073D0000E09FB000000000000C00EAD9400000DF008E900A00070003A70DF000020B00000069C0000000E00200F0D007C080C00B000000050E62D00080E0003C000005F00010000B80G96000004018F0A0B0,1CG69ED78FB35A24A324BFC1GD5E6978987EG5A324C6B1DFFDB5682479A13CEGBE5CD6G2374F981A4F691AB85C2GE73D7A3DE49FB6182GC52G187C35EAD94BF6GBDFC28E936A154786C3A75DF1E4G29B57413G69CB82FDAEE9A241FBD5G7C683C18BF37A4G95DE62D49G8BE6A23C7F5135FA2D1C6E7B84G962E7594G18FDA3BC
00B00806900000F320130G007D0000EA00F07E0A300006C070000000010ED000900000040A00GC001000A6804020E0000300E10BC00DA000B000F00910800300300000000002000005AE000CGF010002800F05000E000D700700000300040A9100D024F0B0050060000000C00070F0200067B090ACD050040400005DE0060000,GEB4D81695CA72F32613CGB57DF894EAD9F87E2A3B4G16C57C5A394F216EDGB89D865234FAEBGC171FCGA6874329E5DB4372E1GBC65DAF89BAE5FCD91G8723463G419B68D7A2CE5F65AE4D7CGF918B328B9F15A26E3C4D7GC72DGFE358B46A91A8DC24FGB915376E51GB6ACE8473F92DE267B391ACDF58G4F439875DE2G6B1AC
A00D00050E0490C00016000C0000040000400FE00390000050F0006B00D078A06C0900000801F0000000080GB0E7CD000BDGF619000000000A3E0057000000B0900B0A080F000CE04350000F0000D07000E00B00093080040000DE000C000056000A178ED460B90C05000000002000FA000000D00000600G009000040B00E0D0,A28D71G56EB493CFBE1693ACF27854GD7G4C8FED539A126B59F3246BC1DG78AE6C79EDB248A1FG35F425A83GB6E7CD918BDGF61925C3AE471A3E4C579DGF26B8976B3A481F5DGCE24351CG2FEA86DB79CDEF5B76G9328A14G8A2DE917C4B3F563FGA178ED465B92CD5B769C38G2E41FAE1C4B2DA37F9658G2698G5F4AB1CE7D3
00850020DG09FE00040B0E0801000000G900706352EB004D00F000000060700900C0F00043200500506000D00C8F90B090E000000000000F300A0000000D006C050000C00000000B00A06B007D05E800F1000000C00A0207000048000F0603D000000006GE0000700000D01G0B57A0C00840300BF000D00E16D000F500000000,6A85BC24DG79FE13D47B9EG8A1F35C26G91C7F6352EB8A4DE3F2AD51846C7BG9BDC8F6974321G5EA5261G3DAEC8F97B497E421BC65AG3D8F3FGA854EB79D216C853D17CF294E6GAB4CA96B327DG5E8F1F1B65GEDC83A42977G2E48A91FB6C3D5AB53C986GED41F722E9FD41G3B57A6C8C84G3A7BF612D95E16D7E2F59AC8B43G
D008C00E00000000005F090B00000700B1G0F8002D000C30E00000000B5104G000007050000000F8040D86E1C0F090000F90AD00B00000E0000A00C00ED040000320970000E0G00F107000D0620400AC0000000000CB700500C010A0D000008045B03E100F0000CA0D000B900502E00000005A040000B80G080000F0000006D0,D748C1GEA963F25BA25F493BE8GC176DB1G9F8652D47AC3EEC63D27AFB5184G9CGEB73524619DAF8243D86E1CAF59GB77F91AD4GB328C5E6568ABFC97EDG4321832697BC51EAGD4F1975EGDF62843BACFADE24863GCB7195GBC415A3D79F6E8245BG3E1D8F7629CA3D1C6B98G5A2EF746EF75A249C3DB81G98A2GCF714BE56D3
00000E410090C050ED400800000F700230B0A27000000090028C030D0000G00B0003700E000800094000010060B020300070002050000F01006900F00ED00A0500E0B400D0C0500700CD00A900FB00080000DFC0000003E000A0000035G40000095000000030000000006700000A00CF6CFE0DB00040000078000C30F0060E04,A7G6FE41B29DC853ED41G89BC35F76A23FB5A27C8G61E49D928C536DA47EG1FBC5237ADE4F186BG94ADF815G69B72C3E8E7B39265CAGDF41G169CBF42ED38A75F6E8B4G3DAC9521723CD15A9E7FB4G685G94DFC71682B3EA1BA7E68235G4F9DCB95A4GEF783C1D26D4326718GBEA95CF6CFE2DBA9145378G781G9C35FD26AEB4
40500A8900600000A000E1000000F0900008056700C040000097034B00000000BF0309AC000000D0C009000E0FBD000600006000000C5000000250D07800CB000000000F0D00A00100BG8000000900F450007EC06A40D00000F0009D0CE58000D000000000A0G08080E400F6G00070207A000000F30B00C0000B000089001DE3,425FCA89D163BG7EAB6DE1G25487F39C3EG8F5679BCA421D1C97D34BEGF265A8BF4329AC165GE8D7C5893G7EAFBD2146G7DE68B1429C5F3A61A25FD4783ECBG9967C423FBDG8AE51EDBG865A27193CF458317ECG6A4FD9B224FA1B9D3CE5876GD925B713CEA4G68F83E49CF6G5D17A2B7A16GDE8F32B94C5FGCBA42589761DE3
030D0B060E0G0008F07C00GE4003010D06008000000000C000087200900D50000000000000CE0006000E10B0F709A00040C600A000003975D00900000200100E50804000006F0E0000B000000098700010A00000E0070F00EF000009D0B0CA60000B950000F00D3700000703000090F1000F20CB840000A0000AGD007006E000,A31DFB96CE5G2748F27C5AGE4683B19D96E584D1AB72G3CFBG48723C9F1D56EA7A21D94538CEFBG6G53E16B8F749A2DC48C6EFA21DGB3975DBF9C37G62A5148E5C834127GA6FDEB96DB2ACEF53987G1419A4BG6DEC278F53EFG73859D1B4CA628E6B951A2GFC4D3724DG6783B5EA9CF1379F2ECB84D165AGC15AGDF47936E82B
D0BE04000C8G0070070G000A000ECD1009000B000034008F000080D10002006EC00D0130B00A00050A00B00D04C00609060005000F7000C000000000GD000700000C009607B0030AB005G32000ED000003700000F0006C0060D9A804000102E00000000000G00000000B100000DC00A080GAF000060B0900E00600400000300C,D1BE946FAC8G2573F78G325A9B6ECD1459627BCED134AG8F4CA38GD175F29B6ECE4D6137B29A8FG5GA27BEFD84C51639961845G2EF73BACD3B5FC9A8GD16E74212EC5F9647B8G3DAB8F5G32C6AED7491A374ED1BFG296C586GD9A874C351F2EB24C1DAB93EG758F67F3B168529DC4EAG85GAFCE3164BD927ED96274G58AF31BC
030000EAG0F048D000008000A06C0000040F000000000C000160050C087490E002F00E0D0000500030000000EC050A0FDBC00070310000089E00BC600000000060010A90804700000080000FD0A00E00005300000FB06000090A0000600ECF00E8000957FD00010CFCB030020000D00000D00B000000000E7006F000005A090B,C37B62EAG9F148D5259E84D3AB6C7GF184GF71B95E3D2CA6A16DG5FC28749BE312FG9E3DBA8657C43647281GECD5BA9FDBC5AF74319GE6289EA8BC65742FG31D6FE1CA9B8G473D52478C56GFD3A21EB9GD53E721CFB9648AB92AD348651ECF7GE8324957FDGBA16CFCB93GA216E8D5475AD41B8697C3F2GE7G16FDCE425A893B
090000A0010000000006308000001070A00000000F009DG0300D2C0000040006GF60007E0B00C02905000000G60000D0C0B0000020D0GF03200E030F0050460000EA0B104D0000077089E0000000000A50G0CFD00000010800000G5019006400005C0E00600000A000040008300C5000FD3060000E950000000B0007DA082001,492GF7AD51E63B8CBEF6348G9CAD1275AC75B1E68F239DG4381D2C957GB4EAF6GF635D7EAB41C829954812BCG63FA7DECAB1986427DEGF5327DEA3GFC859461B63EA8B194DG2F5C77189E642F5CBDG3A54G2CFDAE367B198DBCF7G53198A64E2825CDE3B641G79AF16A4G9F8327C5EBDFD376A21BE958C4GEG9B45C7DAF82361
08000D4910E5000G0G0000000000F0400C0F00000000B009109050000000A2E000C06400A00057006A0020G54D980000000208000CG700000FDB000C0016000000004000000000860000000A080G4397062015000B0CG00EB900F000E200100A020901C000000500C00G000000300A000700A62000D0000051B0E00870200GD0,28A3BD491FE5C67G7GED8C6239BAF1454C5FGAE1267DB8391B9657F38GC4A2ED93C8641DAEF257GB6A712BG54D983ECFE54238AFBCG7D961GFDB9E7C531684A2ADGC439EF7512B86FE15C2BAD86G4397362415879BACGDFEB987FGD6E2431C5AD26971C4GA8FE5B3C4FGD95B613E7A28873EA62GC5DB9F1451BAEF3874296GDC
